RAMP ID,Title,Status,Category,Type,Open Date,Close Date,Department,URL
226097,"RFB-IS-26200322 - Dialysis Water Testing, DHS. SOW attached. - Closing: 11/7/2025 12:00 PM",Open,Commodity,RFB - Request For Bid,10/24/2025 12:30:01 PM,11/07/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UNMzUIAX
226098,RFB-IS-26200321 - SECURITY CAMERAS - BRAND ONLY - MANDATORY JOB WALK (PAGE 19) - Closing: 11/25/2025 12:00 PM,Open,Commodity,RFB - Request For Bid,10/24/2025 12:30:01 PM,11/25/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UNMzVIAX
226095,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 11:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UNLbxIAH
226094,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 10:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UNIW1IAP
226093,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 09:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UNEXFIA5
226092,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 08:30:03 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UN8gPIAT
226091,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 07:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UN94XIAT
226090,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 06:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UN5P7IAL
226089,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 05:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMuVMIA1
226088,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 04:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMsrkIAD
226087,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 03:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMpnPIAT
226086,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 02:30:02 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMkisIAD
226085,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 01:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMhY7IAL
226083,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/24/2025 12:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMi4LIAT
226084,BRC0000625 - Fire Protection Services for Public Works Headquarters Complex (BRC0000625) - Closing: 11/20/2025 5:30 PM,Open,Personal Services,None,10/24/2025 12:30:00 AM,11/21/2025 01:30:00 AM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMi4MIAT
226081,Low Carbon Fuel Credit Standard Brokerage Services,Open,Personal Services,RFP - Request For Proposal,10/24/2025 12:00:00 AM,12/04/2025 11:00:00 PM,"Harbor Department, Port of Los Angeles",https://www.rampla.org/s/opportunity-details?id=006Ql00000UMdELIA1
226080,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 11:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMaGXIA1
226075,Repair of Air Handling Units at 2600 Wilshire Blvd.,Open,Construction,IFB - Invitation for Bid,10/23/2025 11:00:00 PM,11/18/2025 01:00:00 AM,"Housing Authority, City of Los Angeles",https://www.rampla.org/s/opportunity-details?id=006Ql00000UMRmfIAH
226077,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 10:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMRJeIAP
226076,MARKET RESEARCH FOR KME TRACTOR DRAWN AERIAL,Open,Commodity,RFQ - Request for Quote,10/23/2025 10:19:26 PM,10/28/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMUW1IAP
225823,0641 SERVICES FOR OVERHEAD DISTR FACILITIES SOUTH OF MULHOLLAND DRIVE,Amended,Commodity,IFB - Invitation for Bid,10/23/2025 09:48:24 PM,11/13/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000U5OwVIAV
226074,"144362 VARIOUS CRANE ACCESSORIES - SLINGS, LINKS, RINGS, AND HOISTS",Open,Commodity,IFB - Invitation for Bid,10/23/2025 09:35:28 PM,11/06/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMOLoIAP
226073,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 09:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMNr7IAH
226071,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 08:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UMERFIA5
226068,"144794 BUSHINGS, XFMR, 230KV, 1200A, 46KV, 400/1200A & 3000A, RS-L BKB",Open,Commodity,IFB - Invitation for Bid,10/23/2025 07:50:43 PM,10/30/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UM8C9IAL
226067,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 07:30:00 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULs0wIAD
226066,"144876R1 FLUID, TURBINE CONTROL",Open,Commodity,IFB - Invitation for Bid,10/23/2025 07:11:38 PM,10/30/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UM257IAD
225700,"Legal Support Services – (Court Filing, Process Serving, Document Retrieval, Subpoena, Reprographic, and other services)",Open,Personal Services,RFP - Request For Proposal,10/23/2025 07:00:00 PM,11/26/2025 01:00:00 AM,"Attorney, Office of the City",https://www.rampla.org/s/opportunity-details?id=006Ql00000Tv8plIAB
226065,"131052 ROPE, PULLING, POLYESTER, AND CORD - COTTON SASH",Open,Commodity,IFB - Invitation for Bid,10/23/2025 06:45:04 PM,11/06/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULuHFIA1
226064,90869 Employee Development Training Services,Open,Personal Services,RFP - Request For Proposal,10/23/2025 06:39:04 PM,12/08/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULsaPIAT
226062,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 06:30:04 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULlHCIA1
226063,"144150 EQUIPMENT, EV CHARGER",Open,Commodity,IFB - Invitation for Bid,10/23/2025 06:21:43 PM,10/30/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULbg6IAD
226061,AIMING LASERS AND GOGGLE MOUNTS,Open,Commodity,RFB - Request For Bid,10/23/2025 06:19:00 PM,10/30/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULib4IAD
225636,90866 Seawater Desalination Feasibility Study,Amended,Personal Services,RFP - Request For Proposal,10/23/2025 06:13:07 PM,11/20/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000ThoYmIAJ
226059,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 05:30:03 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULcsDIAT
226026,90868 Eastern Sierra Water Management Program,Amended,Personal Services,RFP - Request For Proposal,10/23/2025 05:20:13 PM,12/04/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJkttIAD
226058,"Waterworks, Systems and Related Products",Open,Commodity,RFB - Request For Bid,10/23/2025 05:15:00 PM,11/06/2025 10:00:00 PM,"Harbor Department, Port of Los Angeles",https://www.rampla.org/s/opportunity-details?id=006Ql00000ULbbBIAT
225821,144849 Meter Reading Route as a Service (RaaS) Software Subscription,Amended,Commodity,IFB - Invitation for Bid,10/23/2025 05:06:30 PM,10/30/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000U5YCfIAN
226057,CALIFORNIA GOLD STABILIZED DECOMPOSED GRANITE,Open,Commodity,RFQ - Request for Quote,10/23/2025 05:04:00 PM,10/30/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULY5RIAX
226056,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 04:30:07 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULPlKIAX
226054,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 03:30:02 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000ULDPBIA5
225905,FORMAL 2610026 DREW MS - ROOFING,Open,Construction,IFB - Invitation for Bid,10/23/2025 03:00:00 PM,11/17/2025 09:00:00 PM,LAUSD,https://www.rampla.org/s/opportunity-details?id=006Ql00000UC77jIAD
226052,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 02:30:06 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UL1avIAD
226051,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 01:30:08 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKbmzIAD
226048,RFB-IS-26200315 - 2621273 - ROOF REPLACEMENT- FS 76 - Closing: 11/5/2025 12:00 PM,Open,Commodity,RFB - Request For Bid,10/23/2025 12:30:01 PM,11/05/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKeMeIAL
226046,RFB-IS-26200317 - PRE-CAST MONUMENT SIGN ANIMAL CARE CONTROL - Closing: 11/5/2025 12:00 PM,Open,Commodity,RFB - Request For Bid,10/23/2025 12:30:01 PM,11/05/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKeMcIAL
226047,RFB-IS-26200319 - GASES FOR LABORATORY USE - Closing: 11/5/2025 12:00 PM,Open,Commodity,RFB - Request For Bid,10/23/2025 12:30:01 PM,11/05/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKeMdIAL
226045,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 12:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKeMbIAL
226044,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 11:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKXkvIAH
226043,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 10:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKS0VIAX
226042,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 09:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKJWjIAP
226041,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 08:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKN41IAH
226040,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 07:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKHQ2IAP
226039,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 06:30:09 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKFWKIA5
226038,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 05:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UKCYPIA5
226037,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 04:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UK1OWIA1
226036,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 03:30:00 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJpwvIAD
226035,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 02:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UK1TJIA1
226034,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 01:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJwa5IAD
226029,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/23/2025 12:30:01 AM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJsJZIA1
226030,"DPR-ARCADIA-LAMIRADA-2025D - MANAGEMENT, OPERATION, AND MAINTENANCE OF ARCADIA TENNIS CENTER AND LA MIRADA TENNIS AND DI",Open,Commodity,None,10/23/2025 12:30:01 AM,12/03/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJsJaIAL
226031,"DPR-ARCADIA-LAMIRADA-2025B - MANAGEMENT, OPERATION, AND MAINTENANCE OF ARCADIA TENNIS CENTER AND LA MIRADA TENNIS AND DI",Open,Commodity,None,10/23/2025 12:30:01 AM,12/03/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJsJbIAL
226032,"DPR-ARCADIA-LAMIRADA-2025A - MANAGEMENT, OPERATION, AND MAINTENANCE OF ARCADIA TENNIS CENTER AND LA MIRADA TENNIS AND DI",Open,Commodity,None,10/23/2025 12:30:01 AM,12/03/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJsJcIAL
226033,"DPR-ARCADIA-LAMIRADA-2025C - MANAGEMENT, OPERATION, AND MAINTENANCE OF ARCADIA TENNIS CENTER AND LA MIRADA TENNIS AND DI",Open,Commodity,None,10/23/2025 12:30:01 AM,12/03/2025 08:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJsJdIAL
226028,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 11:30:00 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJmvhIAD
226025,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 10:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJc6kIAD
226022,144835 HIGH DENSITY POLYETHYLENE (HDPE) PIPE FUSION REPAIR SERVICES,Amended,Commodity,IFB - Invitation for Bid,10/22/2025 10:14:26 PM,10/29/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJYfpIAH
226021,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 09:30:00 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJVYHIA5
225530,"8059 TRANSFORMER, 33.8KV TO 12.47KV, 18/24/30-MVA, 3-PHASE, FOR DS-29",Amended,Commodity,IFB - Invitation for Bid,10/22/2025 09:10:34 PM,11/18/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000TOUdmIAH
225417,137895 ROSCOE TL UNIT 1 WA 2 AND CITY TL UNIT 1 WA 23 IMPLEMENTATION,Amended,Commodity,IFB - Invitation for Bid,10/22/2025 08:48:21 PM,10/29/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000T8PRxIAN
226017,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 08:30:02 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJLCLIA5
226016,"POLES, MASTS & ARMS - CONCRETE **MARKET RESEARCH ONLY**",Open,Commodity,RFQ - Request for Quote,10/22/2025 07:55:05 PM,10/24/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJEkLIAX
226012,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 07:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJ8ztIAD
226014,RFS No. PATSMA DPH-065 - Early Needs Response for Infant and Child Health - Los Angeles County Advancing Capacity for Tr,Open,Personal Services,None,10/22/2025 07:30:01 PM,11/17/2025 07:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJ8zvIAD
226013,LACDA25-122 - Senior Grant Program Construction Rehabilitation Service - SG22-268 - Closing: 10/30/2025 3:00 PM,Open,Personal Services,None,10/22/2025 07:30:01 PM,10/30/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UJ8zuIAD
225924,TOS No. 99 - Ballona Creek Pumping Plant No. 654 Rehabilitation Project,Open,Personal Services,TOS - Task Order Solicitation,10/22/2025 07:00:00 PM,12/02/2025 10:00:00 PM,"Engineering Bureau, Public Works",https://www.rampla.org/s/opportunity-details?id=006Ql00000UDqUCIA1
226011,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 06:30:00 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIqV8IAL
225908,144935 STORE 003/ STOCK/ COVER CONDUCTOR & CONNECTORS,Amended,Commodity,IFB - Invitation for Bid,10/22/2025 06:28:28 PM,10/28/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UCcGLIA1
226010,AMMUNITION,Open,Commodity,RFQ - Request for Quote,10/22/2025 06:19:12 PM,10/28/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIsGvIAL
226009,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 05:30:02 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIicPIAT
226008,"MOBILE STORAGE CONTAINERS, PURCHASE & RENTAL",Open,Commodity,RAB - Reverse Auction Bid,10/22/2025 04:52:58 PM,11/04/2025 07:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIabdIAD
226007,LACDA25-121 - Senior Grant Program Construction Rehabilitation Service - SG22-263 - Closing: 10/30/2025 3:00 PM,Open,Personal Services,None,10/22/2025 04:30:00 PM,10/30/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIW8EIAX
226006,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 04:30:00 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIW8DIAX
225809,"144526 STOCK MATERIAL, STORE 003, MATERIAL CODE, 5399758",Amended,Commodity,IFB - Invitation for Bid,10/22/2025 04:17:05 PM,10/30/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000U3ZRNIA3
226004,Elevator Lobbies Floor Replacement,Open,Construction,RFQ - Request for Quote,10/22/2025 04:00:00 PM,11/13/2025 01:00:00 AM,"Housing Authority, City of Los Angeles",https://www.rampla.org/s/opportunity-details?id=006Ql00000UIEb9IAH
226005,140782 LAAFP Chlorine Gas Scrubber,Open,Commodity,IFB - Invitation for Bid,10/22/2025 03:59:11 PM,11/12/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIPpuIAH
225637,143487 FIBERGLASS REINFORCED BUILDING,Amended,Commodity,IFB - Invitation for Bid,10/22/2025 03:38:01 PM,10/31/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000Thz9BIAR
226003,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 03:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UIIgMIAX
226002,SURVEILLANCE EQUIPMENT,Open,Commodity,RFQ - Request for Quote,10/22/2025 03:04:12 PM,10/28/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000UICRFIA5
226001,MULTI-LAUNCHER 40MM PENN ITEM # L540-3-CER-ORG,Open,Commodity,RFQ - Request for Quote,10/22/2025 02:34:07 PM,10/28/2025 06:00:00 PM,General Services,https://www.rampla.org/s/opportunity-details?id=006Ql00000UHunlIAD
226000,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 02:30:07 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UHxSEIA1
225673,137290 REPLACEMENT FANS & CAPACITORS,Amended,Commodity,IFB - Invitation for Bid,10/22/2025 02:07:47 PM,10/29/2025 09:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000TkaRBIAZ
225999,"143784 CONNECTORS AND TOOLS, ELECTRICAL, ALUMINUM, SWAGE-TYPE",Open,Commodity,IFB - Invitation for Bid,10/22/2025 01:55:43 PM,11/05/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000UI0bNIAT
225699,"143976 PARTS, GENUINE GMC, NEW AND REMANUFACTURED",Amended,Commodity,IFB - Invitation for Bid,10/22/2025 01:51:24 PM,11/04/2025 10:00:00 PM,Water & Power,https://www.rampla.org/s/opportunity-details?id=006Ql00000Tv262IAB
225998,LACDA25-119 - Supportive Housing Services - Closing: 10/27/2025 3:00 PM,Open,Personal Services,None,10/22/2025 01:30:01 PM,10/27/2025 10:00:00 PM,Los Angeles County,https://www.rampla.org/s/opportunity-details?id=006Ql00000UHuVxIAL
